budget_year,account_type,department,fund_code,account_category,bu_description,amount
FY14-15,Expense,MNPS,35131,Employer Group Life,,7917
FY14-15,Expense,MNPS,35131,Employer Pension,,65379
FY14-15,Expense,MNPS,35131,MNPS FICA Career Ladder,,296
FY14-15,Expense,MNPS,35131,MNPS SSN Medical Career Ladd,,69
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension Career La,,444
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension TCRS,,422620
FY14-15,Expense,MNPS,35131,Electric,,420370
FY14-15,Expense,MNPS,35131,Water,,51295
FY14-15,Expense,MNPS,35131,Gas,,32121
FY14-15,Expense,MNPS,35131,Stormwater,,36
FY14-15,Expense,MNPS,35131,Management Consultant,,0
FY14-15,Expense,MNPS,35131,Bus Service,,0
FY14-15,Expense,MNPS,35131,Employee Out-of-town Travel,,0
FY14-15,Expense,MNPS,35131,Employee Local Travel/Park,,315
FY14-15,Expense,MNPS,35131,Telephone & Telegraph,,0
FY14-15,Expense,MNPS,35131,Postage & Delivery Srvc,,0
FY14-15,Expense,MNPS,35131,Printing/Binding,,0
FY14-15,Expense,MNPS,35131,Registration,,0
FY14-15,Expense,MNPS,35131,Host & Hostess,,0
FY14-15,Expense,MNPS,35131,Offc & Admin Supply,,43279
FY14-15,Expense,MNPS,35131,"Computer Hardware < $10,000",,0
FY14-15,Expense,MNPS,35131,"Furniture < $10,000",,0
FY14-15,Expense,MNPS,35131,Educational Equipment,,17262
FY14-15,Expense,MNPS,35131,Books/Magazines/Periodicals,,16917
FY14-15,Expense,MNPS,35131,Educational Supply,,4767
FY14-15,Expense,MNPS,35131,Medical Supply,,19
FY14-15,Expense,MNPS,35131,Audio Visual Materials,,0
FY14-15,Expense,MNPS,35131,Transfer Operational,,9999
FY14-15,Expense,MNPS,35131,Regular Pay,,3081809
FY14-15,Expense,MNPS,35131,Other Special Pay,,17580
FY14-15,Expense,MNPS,35131,Injured on Duty Pay,,293
FY14-15,Expense,MNPS,35131,MNPS Career Ladder,,11900
FY14-15,Expense,MNPS,35131,Employer OASDI,,180408
FY14-15,Expense,MNPS,35131,Employer SSN Medical,,42202
FY14-15,Expense,MNPS,35131,Employer Group Health,,531614
FY14-15,Expense,MNPS,35131,Employer Dental Group,,2347
FY14-15,Expense,MNPS,35131,Employer Group Life,,4616
FY14-15,Expense,MNPS,35131,Employer Pension,,22906
FY14-15,Expense,MNPS,35131,MNPS FICA Career Ladder,,710
FY14-15,Expense,MNPS,35131,MNPS SSN Medical Career Ladd,,166
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension Career La,,1057
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension TCRS,,257319
FY14-15,Expense,MNPS,35131,Electric,,124825
FY14-15,Expense,MNPS,35131,Water,,9043
FY14-15,Expense,MNPS,35131,Gas,,11999
FY14-15,Expense,MNPS,35131,Entertainment Service,,288
FY14-15,Expense,MNPS,35131,Bus Service,,177
FY14-15,Expense,MNPS,35131,Employee Out-of-town Travel,,0
FY14-15,Expense,MNPS,35131,Employee Local Travel/Park,,0
FY14-15,Expense,MNPS,35131,Telephone & Telegraph,,0
FY14-15,Expense,MNPS,35131,Printing/Binding,,665
FY14-15,Expense,MNPS,35131,Subscriptions,,0
FY14-15,Expense,MNPS,35131,Other Rpr & Maint Srvc,,0
FY14-15,Expense,MNPS,35131,Host & Hostess,,0
FY14-15,Expense,MNPS,35131,Offc & Admin Supply,,9654
FY14-15,Expense,MNPS,35131,"Furniture < $10,000",,0
FY14-15,Expense,MNPS,35131,Educational Equipment,,1640
FY14-15,Expense,MNPS,35131,Books/Magazines/Periodicals,,7727
FY14-15,Expense,MNPS,35131,Educational Supply,,25522
FY14-15,Expense,MNPS,35131,Medical Supply,,541
FY14-15,Expense,MNPS,35131,Repair & Maint Supply,,0
FY14-15,Expense,MNPS,35131,Transfer Operational,,6534
FY14-15,Expense,MNPS,35131,Regular Pay,,1631927
FY14-15,Expense,MNPS,35131,Supplemental Pay,,6958
FY14-15,Expense,MNPS,35131,MNPS Career Ladder,,30067
FY14-15,Expense,MNPS,35131,Employer OASDI,,92153
FY14-15,Expense,MNPS,35131,Employer SSN Medical,,22575
FY14-15,Expense,MNPS,35131,Employer Group Health,,233180
FY14-15,Expense,MNPS,35131,Employer Dental Group,,1684
FY14-15,Expense,MNPS,35131,Employer Group Life,,2344
FY14-15,Expense,MNPS,35131,Employer Pension,,20028
FY14-15,Expense,MNPS,35131,MNPS FICA Career Ladder,,1830
FY14-15,Expense,MNPS,35131,MNPS SSN Medical Career Ladd,,428
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension Career La,,805
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension TCRS,,125366
FY14-15,Expense,MNPS,35131,Electric,,75287
FY14-15,Expense,MNPS,35131,Water,,12242
FY14-15,Expense,MNPS,35131,Gas,,17186
FY14-15,Expense,MNPS,35131,Stormwater,,1200
FY14-15,Expense,MNPS,35131,Management Consultant,,0
FY14-15,Expense,MNPS,35131,Entertainment Service,,0
FY14-15,Expense,MNPS,35131,Employee Out-of-town Travel,,0
FY14-15,Expense,MNPS,35131,Employee Local Travel/Park,,0
FY14-15,Expense,MNPS,35131,Telephone & Telegraph,,0
FY14-15,Expense,MNPS,35131,Postage & Delivery Srvc,,0
FY14-15,Expense,MNPS,35131,Printing/Binding,,150
FY14-15,Expense,MNPS,35131,Advertising & Promot'n,,0
FY14-15,Expense,MNPS,35131,Subscriptions,,250
FY14-15,Expense,MNPS,35131,Subscriptions,,0
FY14-15,Expense,MNPS,35131,Registration,,0
FY14-15,Expense,MNPS,35131,Other Rpr & Maint Srvc,,445
FY14-15,Expense,MNPS,35131,Host & Hostess,,0
FY14-15,Expense,MNPS,35131,Offc & Admin Supply,,6355
FY14-15,Expense,MNPS,35131,Computer Software,,0
FY14-15,Expense,MNPS,35131,"Furniture < $10,000",,0
FY14-15,Expense,MNPS,35131,Educational Equipment,,0
FY14-15,Expense,MNPS,35131,Books/Magazines/Periodicals,,3635
FY14-15,Expense,MNPS,35131,Educational Supply,,4814
FY14-15,Expense,MNPS,35131,Software License,,0
FY14-15,Expense,MNPS,35131,Transfer Operational,,2871
FY14-15,Expense,MNPS,35131,Regular Pay,,0
FY14-15,Expense,MNPS,35131,Supplemental Pay,,0
FY14-15,Expense,MNPS,35131,Inservice Training,,0
FY14-15,Expense,MNPS,35131,Employer OASDI,,0
FY14-15,Expense,MNPS,35131,Employer SSN Medical,,0
FY14-15,Expense,MNPS,35131,Employer Group Health,,0
FY14-15,Expense,MNPS,35131,Employer Dental Group,,0
FY14-15,Expense,MNPS,35131,Employer Group Life,,0
FY14-15,Expense,MNPS,35131,Employer Pension,,0
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension TCRS,,0
FY14-15,Expense,MNPS,35131,Electric,,0
FY14-15,Expense,MNPS,35131,Gas,,0
FY14-15,Expense,MNPS,35131,Management Consultant,,0
FY14-15,Expense,MNPS,35131,Educational Service,,0
FY14-15,Expense,MNPS,35131,Employee Local Travel/Park,,0
FY14-15,Expense,MNPS,35131,Employee Local Travel/,,0
FY14-15,Expense,MNPS,35131,Telephone & Telegraph,,0
FY14-15,Expense,MNPS,35131,Printing/Binding,,0
FY14-15,Expense,MNPS,35131,Registration,,0
FY14-15,Expense,MNPS,35131,Host & Hostess,,0
FY14-15,Expense,MNPS,35131,Offc & Admin Supply,,0
FY14-15,Expense,MNPS,35131,Educational Supply,,0
FY14-15,Expense,MNPS,35131,Rent Building & Land,,0
FY14-15,Expense,MNPS,35131,Regular Pay,,10046
FY14-15,Expense,MNPS,35131,Supplemental Pay,,2600
FY14-15,Expense,MNPS,35131,MNPS Career Ladder,,0
FY14-15,Expense,MNPS,35131,Employer OASDI,,745
FY14-15,Expense,MNPS,35131,Employer SSN Medical,,174
FY14-15,Expense,MNPS,35131,Employer Group Health,,1812
FY14-15,Expense,MNPS,35131,Employer Group Life,,14
FY14-15,Expense,MNPS,35131,Employer Pension,,543
FY14-15,Expense,MNPS,35131,MNPS FICA Career Ladder,,0
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension Career La,,0
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension TCRS,,796
FY14-15,Expense,MNPS,35131,Water,,6918
FY14-15,Expense,MNPS,35131,Gas,,11438
FY14-15,Expense,MNPS,35131,Stormwater,,480
FY14-15,Expense,MNPS,35131,Janitorial Service,,87300
FY14-15,Expense,MNPS,35131,Offc & Admin Supply,,2268
FY14-15,Expense,MNPS,35131,Transfer Operational,,0
FY14-15,Expense,MNPS,35131,Regular Pay,,1458937
FY14-15,Expense,MNPS,35131,Supplemental Pay,,3835
FY14-15,Expense,MNPS,35131,MNPS Career Ladder,,10575
FY14-15,Expense,MNPS,35131,Employer OASDI,,85448
FY14-15,Expense,MNPS,35131,Employer SSN Medical,,20013
FY14-15,Expense,MNPS,35131,Employer Group Health,,239622
FY14-15,Expense,MNPS,35131,Employer Dental Group,,1429
FY14-15,Expense,MNPS,35131,Employer Group Life,,2016
FY14-15,Expense,MNPS,35131,Employer Pension,,17614
FY14-15,Expense,MNPS,35131,MNPS FICA Career Ladder,,601
FY14-15,Expense,MNPS,35131,MNPS SSN Medical Career Ladd,,149
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension Career La,,888
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension TCRS,,118188
FY14-15,Expense,MNPS,35131,Electric,,82071
FY14-15,Expense,MNPS,35131,Water,,4075
FY14-15,Expense,MNPS,35131,Gas,,6739
FY14-15,Expense,MNPS,35131,Stormwater,,1200
FY14-15,Expense,MNPS,35131,Entertainment Service,,0
FY14-15,Expense,MNPS,35131,Internet Services,,0
FY14-15,Expense,MNPS,35131,Employee Local Travel/Park,,0
FY14-15,Expense,MNPS,35131,Telephone & Telegraph,,0
FY14-15,Expense,MNPS,35131,Cell Phones,,0
FY14-15,Expense,MNPS,35131,Printing/Binding,,150
FY14-15,Expense,MNPS,35131,Offc & Admin Supply,,622
FY14-15,Expense,MNPS,35131,Computer Software,,0
FY14-15,Expense,MNPS,35131,Educational Equipment,,264
FY14-15,Expense,MNPS,35131,Books/Magazines/Periodicals,,4029
FY14-15,Expense,MNPS,35131,Educational Supply,,10858
FY14-15,Expense,MNPS,35131,Transfer Operational,,2772
FY14-15,Expense,MNPS,35131,Regular Pay,,2098500
FY14-15,Expense,MNPS,35131,Supplemental Pay,,4342
FY14-15,Expense,MNPS,35131,Injured on Duty Pay,,3599
FY14-15,Expense,MNPS,35131,MNPS Career Ladder,,15174
FY14-15,Expense,MNPS,35131,Retirement Incentive Pay,,80139
FY14-15,Expense,MNPS,35131,Employer OASDI,,126992
FY14-15,Expense,MNPS,35131,Employer SSN Medical,,29916
FY14-15,Expense,MNPS,35131,Employer Group Health,,374985
FY14-15,Expense,MNPS,35131,Employer Dental Group,,2530
FY14-15,Expense,MNPS,35131,Employer Group Life,,2974
FY14-15,Expense,MNPS,35131,Employer Pension,,28078
FY14-15,Expense,MNPS,35131,MNPS FICA Career Ladder,,886
FY14-15,Expense,MNPS,35131,MNPS SSN Medical Career Ladd,,207
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension Career La,,1348
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension TCRS,,168306
FY14-15,Expense,MNPS,35131,Electric,,75028
FY14-15,Expense,MNPS,35131,Water,,9082
FY14-15,Expense,MNPS,35131,Gas,,13890
FY14-15,Expense,MNPS,35131,Stormwater,,1200
FY14-15,Expense,MNPS,35131,Management Consultant,,0
FY14-15,Expense,MNPS,35131,Entertainment Service,,0
FY14-15,Expense,MNPS,35131,Bus Service,,0
FY14-15,Expense,MNPS,35131,Employee Out-of-town Travel,,0
FY14-15,Expense,MNPS,35131,Employee Local Travel/Park,,0
FY14-15,Expense,MNPS,35131,Telephone & Telegraph,,0
FY14-15,Expense,MNPS,35131,Printing/Binding,,525
FY14-15,Expense,MNPS,35131,Other Rpr & Maint Srvc,,93
FY14-15,Expense,MNPS,35131,Host & Hostess,,0
FY14-15,Expense,MNPS,35131,Offc & Admin Supply,,9818
FY14-15,Expense,MNPS,35131,"Furniture < $10,000",,0
FY14-15,Expense,MNPS,35131,Educational Equipment,,0
FY14-15,Expense,MNPS,35131,Books/Magazines/Periodicals,,4705
FY14-15,Expense,MNPS,35131,Educational Supply,,8211
FY14-15,Expense,MNPS,35131,Audio Visual Materials,,0
FY14-15,Expense,MNPS,35131,Transfer Operational,,4059
FY14-15,Expense,MNPS,35131,Regular Pay,,733652
FY14-15,Expense,MNPS,35131,Overtime Pay,,0
FY14-15,Expense,MNPS,35131,Supplemental Pay,,16628
FY14-15,Expense,MNPS,35131,MNPS Career Ladder,,2000
FY14-15,Expense,MNPS,35131,Employer OASDI,,42238
FY14-15,Expense,MNPS,35131,Employer SSN Medical,,10421
FY14-15,Expense,MNPS,35131,Employer Group Health,,99281
FY14-15,Expense,MNPS,35131,Employer Dental Group,,504
FY14-15,Expense,MNPS,35131,Employer Group Life,,767
FY14-15,Expense,MNPS,35131,Employer Pension,,5400
FY14-15,Expense,MNPS,35131,MNPS FICA Career Ladder,,118
FY14-15,Expense,MNPS,35131,MNPS SSN Medical Career Ladd,,28
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension Career La,,178
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension TCRS,,58542
FY14-15,Expense,MNPS,35131,Gas,,22061
FY14-15,Expense,MNPS,35131,Management Consultant,,3667
FY14-15,Expense,MNPS,35131,Internet Services,,0
FY14-15,Expense,MNPS,35131,Bus Service,,600
FY14-15,Expense,MNPS,35131,Employee Local Travel/Park,,1028
FY14-15,Expense,MNPS,35131,Printing/Binding,,402
FY14-15,Expense,MNPS,35131,Host & Hostess,,0
FY14-15,Expense,MNPS,35131,Offc & Admin Supply,,2083
FY14-15,Expense,MNPS,35131,"Furniture < $10,000",,0
FY14-15,Expense,MNPS,35131,Educational Equipment,,405
FY14-15,Expense,MNPS,35131,Educational Supply,,8108
FY14-15,Expense,MNPS,35131,Repair & Maint Supply,,0
FY14-15,Expense,MNPS,35131,Furniture & Fixtures,,0
FY14-15,Expense,MNPS,35131,Transfer Operational,,891
FY14-15,Expense,MNPS,35131,Regular Pay,,2407498
FY14-15,Expense,MNPS,35131,Overtime Pay,,0
FY14-15,Expense,MNPS,35131,Supplemental Pay,,366056
FY14-15,Expense,MNPS,35131,Injured on Duty Pay,,5993
FY14-15,Expense,MNPS,35131,In-Service Train Supp,,0
FY14-15,Expense,MNPS,35131,MNPS Career Ladder,,6998
FY14-15,Expense,MNPS,35131,Employer OASDI,,162631
FY14-15,Expense,MNPS,35131,Employer SSN Medical,,38150
FY14-15,Expense,MNPS,35131,Employer Group Health,,431030
FY14-15,Expense,MNPS,35131,Employer Dental Group,,2573
FY14-15,Expense,MNPS,35131,Employer Group Life,,3670
FY14-15,Expense,MNPS,35131,Employer Pension,,30974
FY14-15,Expense,MNPS,35131,MNPS FICA Career Ladder,,415
FY14-15,Expense,MNPS,35131,MNPS SSN Medical Career Ladd,,97
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension Career La,,621
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension TCRS,,223571
FY14-15,Expense,MNPS,35131,Electric,,145090
FY14-15,Expense,MNPS,35131,Water,,15406
FY14-15,Expense,MNPS,35131,Gas,,0
FY14-15,Expense,MNPS,35131,Stormwater,,1200
FY14-15,Expense,MNPS,35131,Entertainment Service,,308
FY14-15,Expense,MNPS,35131,Internet Services,,0
FY14-15,Expense,MNPS,35131,Bus Service,,53
FY14-15,Expense,MNPS,35131,Employee Out-of-town Travel,,0
FY14-15,Expense,MNPS,35131,Employee Local Travel/Park,,37
FY14-15,Expense,MNPS,35131,Telephone & Telegraph,,0
FY14-15,Expense,MNPS,35131,Printing/Binding,,27
FY14-15,Expense,MNPS,35131,Registration,,0
FY14-15,Expense,MNPS,35131,Host & Hostess,,0
FY14-15,Expense,MNPS,35131,Offc & Admin Supply,,950
FY14-15,Expense,MNPS,35131,"Furniture < $10,000",,0
FY14-15,Expense,MNPS,35131,Educational Equipment,,0
FY14-15,Expense,MNPS,35131,Books/Magazines/Periodicals,,4458
FY14-15,Expense,MNPS,35131,Educational Supply,,20025
FY14-15,Expense,MNPS,35131,Transfer Operational,,4653
FY14-15,Expense,MNPS,35131,Electric,,110376
FY14-15,Expense,MNPS,35131,Water,,3521
FY14-15,Expense,MNPS,35131,Gas,,654
FY14-15,Expense,MNPS,35131,Stormwater,,1200
FY14-15,Expense,MNPS,35131,Regular Pay,,3102012
FY14-15,Expense,MNPS,35131,Supplemental Pay,,9241
FY14-15,Expense,MNPS,35131,MNPS Career Ladder,,21600
FY14-15,Expense,MNPS,35131,Retirement Incentive Pay,,101886
FY14-15,Expense,MNPS,35131,Employer OASDI,,187337
FY14-15,Expense,MNPS,35131,Employer SSN Medical,,43865
FY14-15,Expense,MNPS,35131,Employer Group Health,,545547
FY14-15,Expense,MNPS,35131,Employer Dental Group,,2061
FY14-15,Expense,MNPS,35131,Employer Group Life,,4464
FY14-15,Expense,MNPS,35131,Employer Pension,,28537
FY14-15,Expense,MNPS,35131,MNPS FICA Career Ladder,,1266
FY14-15,Expense,MNPS,35131,MNPS SSN Medical Career Ladd,,296
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension Career La,,1918
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension TCRS,,256621
FY14-15,Expense,MNPS,35131,Electric,,136871
FY14-15,Expense,MNPS,35131,Gas,,567
FY14-15,Expense,MNPS,35131,Entertainment Service,,421
FY14-15,Expense,MNPS,35131,Internet Services,,0
FY14-15,Expense,MNPS,35131,Bus Service,,212
FY14-15,Expense,MNPS,35131,Employee Local Travel/Park,,238
FY14-15,Expense,MNPS,35131,Telephone & Telegraph,,0
FY14-15,Expense,MNPS,35131,Printing/Binding,,534
FY14-15,Expense,MNPS,35131,Sign Printing,,405
FY14-15,Expense,MNPS,35131,Other Rpr & Maint Srvc,,0
FY14-15,Expense,MNPS,35131,Offc & Admin Supply,,8217
FY14-15,Expense,MNPS,35131,"Computer Hardware < $10,000",,778
FY14-15,Expense,MNPS,35131,"Furniture < $10,000",,0
FY14-15,Expense,MNPS,35131,Educational Equipment,,378
FY14-15,Expense,MNPS,35131,Books/Magazines/Periodicals,,7096
FY14-15,Expense,MNPS,35131,Educational Supply,,20979
FY14-15,Expense,MNPS,35131,Medical Supply,,0
FY14-15,Expense,MNPS,35131,Transfer Operational,,5742
FY14-15,Expense,MNPS,35131,Regular Pay,,1865532
FY14-15,Expense,MNPS,35131,Supplemental Pay,,7106
FY14-15,Expense,MNPS,35131,Injured on Duty Pay,,0
FY14-15,Expense,MNPS,35131,MNPS Career Ladder,,4995
FY14-15,Expense,MNPS,35131,Employer OASDI,,109101
FY14-15,Expense,MNPS,35131,Employer SSN Medical,,25764
FY14-15,Expense,MNPS,35131,Employer Group Health,,308293
FY14-15,Expense,MNPS,35131,Employer Dental Group,,2047
FY14-15,Expense,MNPS,35131,Employer Group Life,,3025
FY14-15,Expense,MNPS,35131,Employer Pension,,22311
FY14-15,Expense,MNPS,35131,MNPS FICA Career Ladder,,297
FY14-15,Expense,MNPS,35131,MNPS SSN Medical Career Ladd,,69
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension Career La,,444
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension TCRS,,150653
FY14-15,Expense,MNPS,35131,Electric,,71858
FY14-15,Expense,MNPS,35131,Water,,12692
FY14-15,Expense,MNPS,35131,Gas,,8400
FY14-15,Expense,MNPS,35131,Electric KWD,,11092
FY14-15,Expense,MNPS,35131,Stormwater,,1200
FY14-15,Expense,MNPS,35131,Internet Services,,0
FY14-15,Expense,MNPS,35131,Employee Out-of-town Travel,,0
FY14-15,Expense,MNPS,35131,Employee Local Travel/Park,,0
FY14-15,Expense,MNPS,35131,Telephone & Telegraph,,0
FY14-15,Expense,MNPS,35131,Printing/Binding,,0
FY14-15,Expense,MNPS,35131,Advertising & Promot'n,,0
FY14-15,Expense,MNPS,35131,Registration,,0
FY14-15,Expense,MNPS,35131,Offc & Admin Supply,,0
FY14-15,Expense,MNPS,35131,"Furniture < $10,000",,0
FY14-15,Expense,MNPS,35131,Educational Equipment,,11
FY14-15,Expense,MNPS,35131,Books/Magazines/Periodicals,,4142
FY14-15,Expense,MNPS,35131,Educational Supply,,13445
FY14-15,Expense,MNPS,35131,Rent Equipment,,4176
FY14-15,Expense,MNPS,35131,Transfer Operational,,4059
FY14-15,Expense,MNPS,35131,Regular Pay,,1590575
FY14-15,Expense,MNPS,35131,Supplemental Pay,,5553
FY14-15,Expense,MNPS,35131,Injured on Duty Pay,,1438
FY14-15,Expense,MNPS,35131,MNPS Career Ladder,,12000
FY14-15,Expense,MNPS,35131,Retirement Incentive Pay,,45867
FY14-15,Expense,MNPS,35131,Employer OASDI,,95414
FY14-15,Expense,MNPS,35131,Employer SSN Medical,,22331
FY14-15,Expense,MNPS,35131,Employer Group Health,,286178
FY14-15,Expense,MNPS,35131,Employer Dental Group,,1021
FY14-15,Expense,MNPS,35131,Employer Group Life,,2144
FY14-15,Expense,MNPS,35131,Employer Pension,,13552
FY14-15,Expense,MNPS,35131,MNPS FICA Career Ladder,,702
FY14-15,Expense,MNPS,35131,MNPS SSN Medical Career Ladd,,164
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension Career La,,1066
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension TCRS,,132399
FY14-15,Expense,MNPS,35131,Electric,,77291
FY14-15,Expense,MNPS,35131,Water,,9657
FY14-15,Expense,MNPS,35131,Gas,,5676
FY14-15,Expense,MNPS,35131,Stormwater,,1200
FY14-15,Expense,MNPS,35131,Employee Local Travel/Park,,0
FY14-15,Expense,MNPS,35131,Telephone & Telegraph,,0
FY14-15,Expense,MNPS,35131,Printing/Binding,,0
FY14-15,Expense,MNPS,35131,Subscriptions,,0
FY14-15,Expense,MNPS,35131,Offc & Admin Supply,,1573
FY14-15,Expense,MNPS,35131,Educational Equipment,,2485
FY14-15,Expense,MNPS,35131,Books/Magazines/Periodicals,,3907
FY14-15,Expense,MNPS,35131,Educational Supply,,10163
FY14-15,Expense,MNPS,35131,Medical Supply,,0
FY14-15,Expense,MNPS,35131,Audio Visual Materials,,1778
FY14-15,Expense,MNPS,35131,Transfer Operational,,2970
FY14-15,Expense,MNPS,35131,Regular Pay,,2911903
FY14-15,Expense,MNPS,35131,Supplemental Pay,,12260
FY14-15,Expense,MNPS,35131,Injured on Duty Pay,,509
FY14-15,Expense,MNPS,35131,MNPS Career Ladder,,19564
FY14-15,Expense,MNPS,35131,Retirement Incentive Pay,,79366
FY14-15,Expense,MNPS,35131,Employer OASDI,,171554
FY14-15,Expense,MNPS,35131,Employer SSN Medical,,40847
FY14-15,Expense,MNPS,35131,Employer Group Health,,525144
FY14-15,Expense,MNPS,35131,Employer Dental Group,,3064
FY14-15,Expense,MNPS,35131,Employer Group Life,,4343
FY14-15,Expense,MNPS,35131,Employer Pension,,47271
FY14-15,Expense,MNPS,35131,MNPS FICA Career Ladder,,1139
FY14-15,Expense,MNPS,35131,MNPS SSN Medical Career Ladd,,267
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension Career La,,1737
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension TCRS,,225989
FY14-15,Expense,MNPS,35131,Electric,,140122
FY14-15,Expense,MNPS,35131,Water,,19598
FY14-15,Expense,MNPS,35131,Gas,,10414
FY14-15,Expense,MNPS,35131,Management Consultant,,0
FY14-15,Expense,MNPS,35131,Internet Services,,0
FY14-15,Expense,MNPS,35131,Employee Local Travel/Park,,0
FY14-15,Expense,MNPS,35131,Telephone & Telegraph,,0
FY14-15,Expense,MNPS,35131,Postage & Delivery Srvc,,0
FY14-15,Expense,MNPS,35131,Printing/Binding,,589
FY14-15,Expense,MNPS,35131,Advertising & Promot'n,,0
FY14-15,Expense,MNPS,35131,Host & Hostess,,0
FY14-15,Expense,MNPS,35131,Offc & Admin Supply,,5270
FY14-15,Expense,MNPS,35131,Computer Software,,0
FY14-15,Expense,MNPS,35131,"Furniture < $10,000",,0
FY14-15,Expense,MNPS,35131,Educational Equipment,,0
FY14-15,Expense,MNPS,35131,Books/Magazines/Periodicals,,7209
FY14-15,Expense,MNPS,35131,Educational Supply,,19835
FY14-15,Expense,MNPS,35131,Medical Supply,,880
FY14-15,Expense,MNPS,35131,Rent Equipment,,1698
FY14-15,Expense,MNPS,35131,Transfer Operational,,5544
FY14-15,Expense,MNPS,35131,Regular Pay,,1906092
FY14-15,Expense,MNPS,35131,Supplemental Pay,,9495
FY14-15,Expense,MNPS,35131,Injured on Duty Pay,,26022
FY14-15,Expense,MNPS,35131,MNPS Career Ladder,,12766
FY14-15,Expense,MNPS,35131,Retirement Incentive Pay,,50788
FY14-15,Expense,MNPS,35131,Employer OASDI,,116012
FY14-15,Expense,MNPS,35131,Employer SSN Medical,,27286
FY14-15,Expense,MNPS,35131,Employer Group Health,,332724
FY14-15,Expense,MNPS,35131,Employer Dental Group,,1942
FY14-15,Expense,MNPS,35131,Employer Group Life,,2702
FY14-15,Expense,MNPS,35131,Employer Pension,,21449
FY14-15,Expense,MNPS,35131,MNPS FICA Career Ladder,,749
FY14-15,Expense,MNPS,35131,MNPS SSN Medical Career Ladd,,175
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension Career La,,1134
FY14-15,Expense,MNPS,35131,MNPS Emp'r Pension TCRS,,157430
FY14-15,Expense,MNPS,35131,Electric,,26345
FY14-15,Expense,MNPS,35131,Water,,14479
FY14-15,Expense,MNPS,35131,Gas,,35557
FY14-15,Expense,MNPS,35131,Stormwater,,1200
FY14-15,Expense,MNPS,35131,Internet Services,,0
FY14-15,Expense,MNPS,35131,Bus Service,,0
FY14-15,Expense,MNPS,35131,Employee Out-of-town Travel,,0
FY14-15,Expense,MNPS,35131,Employee Local Travel/Park,,233
FY14-15,Expense,MNPS,35131,Telephone & Telegraph,,21
FY14-15,Expense,MNPS,35131,Printing/Binding,,663
FY14-15,Expense,MNPS,35131,Subscriptions,,0
FY14-15,Expense,MNPS,35131,Other Rpr & Maint Srvc,,174
FY14-15,Expense,MNPS,35131,Host & Hostess,,0
FY14-15,Expense,MNPS,35131,Offc & Admin Supply,,11318
FY14-15,Expense,MNPS,35131,Computer Software,,0
FY14-15,Expense,MNPS,35131,"Furniture < $10,000",,0
FY14-15,Expense,MNPS,35131,Educational Equipment,,881
FY14-15,Expense,MNPS,35131,HHold & Jnitr Supply,,50
FY14-15,Expense,MNPS,35131,Food & Ice,,0
FY14-15,Expense,MNPS,35131,Books/Magazines/Periodicals,,3656
FY14-15,Expense,MNPS,35131,Educational Supply,,3377
FY14-15,Expense,MNPS,35131,Repair & Maint Supply,,0
FY14-15,Expense,MNPS,35131,Audio Visual Materials,,0
FY14-15,Expense,MNPS,35131,Rent Equipment,,0
FY14-15,Expense,MNPS,35131,Software License,,0
FY14-15,Expense,MNPS,35131,Transfer Operational,,3762
FY14-15,Expense,MNPS,35131,Regular Pay,,2256695
FY14-15,Expense,MNPS,35131,Supplemental Pay,,11989
FY14-15,Expense,MNPS,35131,In-Service Train Supp,,43
FY14-15,Expense,MNPS,35131,MNPS Career Ladder,,10000
FY14-15,Expense,MNPS,35131,Employer OASDI,,132137
FY14-15,Expense,MNPS,35131,Employer SSN Medical,,31036
FY14-15,Expense,MNPS,35131,Employer Group Health,,351887
FY14-15,Expense,MNPS,35131,Employer Dental Group,,1667
FY14-15,Expense,MNPS,35131,Employer Group Life,,3368
FY14-15,Expense,MNPS,35131,Employer Pension,,31518
