budget_year,account_type,department,fund_code,account_category,bu_description,amount
FY15-16,Expense,MNPS,35131,Employee Local Travel/Park,,86
FY15-16,Expense,MNPS,35131,Telephone & Telegraph,,0
FY15-16,Expense,MNPS,35131,Cell Phones,,42135
FY15-16,Expense,MNPS,35131,Printing/Binding,,3634
FY15-16,Expense,MNPS,35131,Sign Printing,,0
FY15-16,Expense,MNPS,35131,Subscriptions,,0
FY15-16,Expense,MNPS,35131,Registration,,5993
FY15-16,Expense,MNPS,35131,Membership Dues,,50
FY15-16,Expense,MNPS,35131,Other Rpr & Maint Srvc,,94800
FY15-16,Expense,MNPS,35131,Automotive Repair Service,,0
FY15-16,Expense,MNPS,35131,Host & Hostess,,0
FY15-16,Expense,MNPS,35131,Offc & Admin Supply,,11234
FY15-16,Expense,MNPS,35131,Computer Software,,3773
FY15-16,Expense,MNPS,35131,"Computer Hardware < $10,000",,9685
FY15-16,Expense,MNPS,35131,Educational Equipment,,79854
FY15-16,Expense,MNPS,35131,Uniforms/Work Related Items,,42794
FY15-16,Expense,MNPS,35131,Educational Supply,,33320
FY15-16,Expense,MNPS,35131,Ag & Animal Supply,,3275
FY15-16,Expense,MNPS,35131,Electronic Parts/Supply,,28539
FY15-16,Expense,MNPS,35131,Safety Supply,,59029
FY15-16,Expense,MNPS,35131,Signs,,899
FY15-16,Expense,MNPS,35131,Auto Fuel,,58391
FY15-16,Expense,MNPS,35131,Auto Repair Parts,,331
FY15-16,Expense,MNPS,35131,Alarm Permits,,7900
FY15-16,Expense,MNPS,35131,Other License & Fees,,2778
FY15-16,Expense,MNPS,35131,"Computer Hardware >$5,000",,0
FY15-16,Expense,MNPS,35131,Regular Pay,,820406
FY15-16,Expense,MNPS,35131,Other Special Pay,,1838
FY15-16,Expense,MNPS,35131,Injured on Duty Pay,,978
FY15-16,Expense,MNPS,35131,MNPS Career Ladder,,8000
FY15-16,Expense,MNPS,35131,Retirement Incentive Pay,,0
FY15-16,Expense,MNPS,35131,Employer OASDI,,48052
FY15-16,Expense,MNPS,35131,Employer SSN Medical,,11264
FY15-16,Expense,MNPS,35131,Employer Group Health,,144906
FY15-16,Expense,MNPS,35131,Employer Dental Group,,469
FY15-16,Expense,MNPS,35131,Employer Group Life,,1014
FY15-16,Expense,MNPS,35131,Employer Pension,,541
FY15-16,Expense,MNPS,35131,MNPS FICA Career Ladder,,466
FY15-16,Expense,MNPS,35131,MNPS SSN Medical Career Ladd,,109
FY15-16,Expense,MNPS,35131,MNPS Emp'r Pension Career La,,723
FY15-16,Expense,MNPS,35131,MNPS Emp'r Pension TCRS,,72092
FY15-16,Expense,MNPS,35131,Employee Local Travel/Park,,19029
FY15-16,Expense,MNPS,35131,Regular Pay,,44382
FY15-16,Expense,MNPS,35131,Overtime Pay,,366
FY15-16,Expense,MNPS,35131,Supplemental Pay,,1085
FY15-16,Expense,MNPS,35131,Employer OASDI,,1406
FY15-16,Expense,MNPS,35131,Employer SSN Medical,,665
FY15-16,Expense,MNPS,35131,Employer Group Health,,269
FY15-16,Expense,MNPS,35131,Employer Dental Group,,16
FY15-16,Expense,MNPS,35131,Employer Group Life,,36
FY15-16,Expense,MNPS,35131,MNPS Emp'r Pension TCRS,,2073
FY15-16,Expense,MNPS,35131,Employee Local Travel/Park,,48
FY15-16,Expense,MNPS,35131,Regular Pay,,14322
FY15-16,Expense,MNPS,35131,Supplemental Earnings,,150
FY15-16,Expense,MNPS,35131,Injured on Duty Pay,,449
FY15-16,Expense,MNPS,35131,Employer OASDI,,878
FY15-16,Expense,MNPS,35131,Employer SSN Medical,,205
FY15-16,Expense,MNPS,35131,Employer Group Health,,2265
FY15-16,Expense,MNPS,35131,Employer Dental Group,,137
FY15-16,Expense,MNPS,35131,Employer Group Life,,91
FY15-16,Expense,MNPS,35131,Employer Pension,,0
FY15-16,Expense,MNPS,35131,Employee Local Travel/Park,,204
FY15-16,Expense,MNPS,35131,In-Service Train Supp,,0
FY15-16,Expense,MNPS,35131,Employer OASDI,,0
FY15-16,Expense,MNPS,35131,Employer SSN Medical,,0
FY15-16,Expense,MNPS,35131,Employer Pension,,0
FY15-16,Expense,MNPS,35131,Employee Local Travel/Park,,0
FY15-16,Expense,MNPS,35131,Educational Supply,,1479243
FY15-16,Expense,MNPS,35131,Regular Pay,,1387117
FY15-16,Expense,MNPS,35131,Overtime Pay,,114356
FY15-16,Expense,MNPS,35131,Out of Class Pay,,564
FY15-16,Expense,MNPS,35131,Supplemental Pay,,89017
FY15-16,Expense,MNPS,35131,Injured on Duty Pay,,6832
FY15-16,Expense,MNPS,35131,Retirement Incentive Pay,,549
FY15-16,Expense,MNPS,35131,Employer OASDI,,92438
FY15-16,Expense,MNPS,35131,Employer SSN Medical,,21619
FY15-16,Expense,MNPS,35131,Employer Group Health,,292487
FY15-16,Expense,MNPS,35131,Employer Dental Group,,9587
FY15-16,Expense,MNPS,35131,Employer Group Life,,5138
FY15-16,Expense,MNPS,35131,Employer Pension,,267453
FY15-16,Expense,MNPS,35131,MNPS Emp'r Pension TCRS,,1045
FY15-16,Expense,MNPS,35131,Medical Service,,0
FY15-16,Expense,MNPS,35131,Management Consultant,,4665
FY15-16,Expense,MNPS,35131,Bottled Water Service,,2040
FY15-16,Expense,MNPS,35131,Temporary Services,,242697
FY15-16,Expense,MNPS,35131,Uniform Cleaning Service,,10543
FY15-16,Expense,MNPS,35131,Employee Out-of-town Tr,,0
FY15-16,Expense,MNPS,35131,Employee Local Travel/Park,,5301
FY15-16,Expense,MNPS,35131,Cell Phones,,15202
FY15-16,Expense,MNPS,35131,Printing/Binding,,12173
FY15-16,Expense,MNPS,35131,Registration,,205
FY15-16,Expense,MNPS,35131,Other Rpr & Maint Srvc,,6844
FY15-16,Expense,MNPS,35131,Offc & Admin Supply,,13468
FY15-16,Expense,MNPS,35131,Computer Software,,1768
FY15-16,Expense,MNPS,35131,"Computer Hardware < $5,000",,2059
FY15-16,Expense,MNPS,35131,Educational Equipment,,4572
FY15-16,Expense,MNPS,35131,HHold & Jnitr Supply,,22338
FY15-16,Expense,MNPS,35131,Educational Supply,,300801
FY15-16,Expense,MNPS,35131,Repair & Maint Supply,,44766
FY15-16,Expense,MNPS,35131,Auto Fuel,,67523
FY15-16,Expense,MNPS,35131,Rent Equipment,,17036
FY15-16,Expense,MNPS,35131,Regular Pay,,8239798
FY15-16,Expense,MNPS,35131,Overtime Pay,,935685
FY15-16,Expense,MNPS,35131,Out of Class Pay,,1769
FY15-16,Expense,MNPS,35131,Supplemental Pay,,346627
FY15-16,Expense,MNPS,35131,Injured on Duty Pay,,19983
FY15-16,Expense,MNPS,35131,Employer OASDI,,538900
FY15-16,Expense,MNPS,35131,Employer SSN Medical,,126033
FY15-16,Expense,MNPS,35131,Employer Group Health,,2583720
FY15-16,Expense,MNPS,35131,Employer Dental Group,,118546
FY15-16,Expense,MNPS,35131,Employer Group Life,,64187
FY15-16,Expense,MNPS,35131,Employer Pension,,1643509
FY15-16,Expense,MNPS,35131,Employer Pension,,0
FY15-16,Expense,MNPS,35131,Transfer Operational,,38000
FY15-16,Expense,MNPS,35131,MDHA Property Tax Increments,,5779721
FY15-16,Expense,MNPS,35131,Other Special Pay,,557195
FY15-16,Expense,MNPS,35131,Employer OASDI,,31560
FY15-16,Expense,MNPS,35131,Employer SSN Medical,,7382
FY15-16,Expense,MNPS,35131,Employer Group Health,,0
FY15-16,Expense,MNPS,35131,Employer Dental Group,,0
FY15-16,Expense,MNPS,35131,Employer Group Life,,0
FY15-16,Expense,MNPS,35131,Employer Pension,,95453
FY15-16,Expense,MNPS,35131,MNPS Emp'r Pension TCRS,,263
FY15-16,Expense,MNPS,35131,Bus Service,,-243240
FY15-16,Expense,MNPS,35131,Entertainment Service,,99759
FY15-16,Expense,MNPS,35131,Security Monitoring Service,,21927
FY15-16,Expense,MNPS,35131,Transport Non-employee,,-285
FY15-16,Expense,MNPS,35131,Employee Out-of-town Travel,,5572
FY15-16,Expense,MNPS,35131,Postage & Delivery Srvc,,123
FY15-16,Expense,MNPS,35131,Printing/Binding,,7716
FY15-16,Expense,MNPS,35131,Registration,,2100
FY15-16,Expense,MNPS,35131,Other Rpr & Maint Srvc,,228
FY15-16,Expense,MNPS,35131,Offc & Admin Supply,,40925
FY15-16,Expense,MNPS,35131,Computer Software,,13054
FY15-16,Expense,MNPS,35131,"Computer Hardware < $10,000",,80275
FY15-16,Expense,MNPS,35131,"Furniture < $10,000",,560
FY15-16,Expense,MNPS,35131,Educational Equipment,,256925
FY15-16,Expense,MNPS,35131,Food & Ice,,0
FY15-16,Expense,MNPS,35131,Books/Magazines/Periodica,,565
FY15-16,Expense,MNPS,35131,Educational Supply,,78536
FY15-16,Expense,MNPS,35131,Repair & Maint Supply,,390
FY15-16,Expense,MNPS,35131,Auto Fuel,,14832
FY15-16,Expense,MNPS,35131,Audio Visual Materials,,6586
FY15-16,Expense,MNPS,35131,Bad Debt Expense,,0
FY15-16,Expense,MNPS,35131,Rent Building & Land,,400
FY15-16,Expense,MNPS,35131,Rent Equipment,,0
FY15-16,Expense,MNPS,35131,Software License,,19706
FY15-16,Expense,MNPS,35131,Machinery & Equipment,,300
FY15-16,Expense,MNPS,35131,Transfer Operational -St Bonus,,49978026
FY15-16,Expense,MNPS,35131,Transfer Health Services,,461
FY15-16,Expense,MNPS,35131,Regular Pay,,755014
FY15-16,Expense,MNPS,35131,Other Special Pay,,77
FY15-16,Expense,MNPS,35131,Employer OASDI,,43064
FY15-16,Expense,MNPS,35131,Employer SSN Medical,,10516
FY15-16,Expense,MNPS,35131,Employer Group Health,,73426
FY15-16,Expense,MNPS,35131,Employer Dental Group,,950
FY15-16,Expense,MNPS,35131,Employer Group Life,,794
FY15-16,Expense,MNPS,35131,Employer Pension,,21588
FY15-16,Expense,MNPS,35131,MNPS Emp'r Pension TCRS,,45097
FY15-16,Expense,MNPS,35131,Management Consultant,,22925
FY15-16,Expense,MNPS,35131,Entertainment Service,,290
FY15-16,Expense,MNPS,35131,Bus Service,,70
FY15-16,Expense,MNPS,35131,Employee Out-of-town Travel,,5600
FY15-16,Expense,MNPS,35131,Employee Local Travel/Parkin,,1634
FY15-16,Expense,MNPS,35131,Printing/Binding,,157
FY15-16,Expense,MNPS,35131,Registration,,205
FY15-16,Expense,MNPS,35131,Other Repairs & Maint Svc,,0
FY15-16,Expense,MNPS,35131,Host & Hostess,,7681
FY15-16,Expense,MNPS,35131,Offc & Admin Supply,,3431
FY15-16,Expense,MNPS,35131,Computer Software,,199
FY15-16,Expense,MNPS,35131,Educational Equipment,,123
FY15-16,Expense,MNPS,35131,Books/Magazines/Periodica,,158
FY15-16,Expense,MNPS,35131,Educational Supply,,8228
FY15-16,Expense,MNPS,35131,"Safety Equipment < $10,000",,2736
FY15-16,Expense,MNPS,35131,Other non-operating expense,,7547
FY15-16,Expense,MNPS,35131,Awrd Rwrd Royalty,,0
FY15-16,Expense,MNPS,35131,Computer Hardware,,0
FY15-16,Expense,MNPS,35131,Transfer Operational -Debt Svc,,16147200
FY15-16,Expense,MNPS,35131,Regular Pay,,13095
FY15-16,Expense,MNPS,35131,Other Special Pay,,63236
FY15-16,Expense,MNPS,35131,Employer OASDI,,4029
FY15-16,Expense,MNPS,35131,Employer SSN Medical,,1063
FY15-16,Expense,MNPS,35131,Employer Group Health,,1125
FY15-16,Expense,MNPS,35131,Employer Dental Group,,20
FY15-16,Expense,MNPS,35131,Employer Group Life,,23
FY15-16,Expense,MNPS,35131,Employer Pension,,3859
FY15-16,Expense,MNPS,35131,MNPS Emp'r Pension TCRS,,3
FY15-16,Expense,MNPS,35131,Security Services,,0
FY15-16,Expense,MNPS,35131,Janitorial Services,,73955
FY15-16,Expense,MNPS,35131,Employee Local Travel/Park,,337
FY15-16,Expense,MNPS,35131,Bad Debt Expense,,-4445
FY15-16,Expense,MNPS,35131,Contribute/Grant Agency,,0
FY15-16,Revenue,Administrative,10101,Real Prop-current,ADM GSD General Revenue,330459285
FY15-16,Revenue,Administrative,10101,Personal Prop-current,ADM GSD General Revenue,20682690
FY15-16,Revenue,Administrative,10101,Public Utility-current,ADM GSD General Revenue,12896015
FY15-16,Revenue,Administrative,10101,Delinqnt RealPrpTaxSold-cur yr,ADM GSD General Revenue,9310888
FY15-16,Revenue,Administrative,10101,Real-Collectn-pre,ADM GSD General Revenue,-301473
FY15-16,Revenue,Administrative,10101,Real-C & M-pre,ADM GSD General Revenue,83187
FY15-16,Revenue,Administrative,10101,Prsnlty-Cllctn-pre,ADM GSD General Revenue,26390
FY15-16,Revenue,Administrative,10101,Prsnlty - C&M Tax Lit precee,ADM GSD General Revenue,41852
FY15-16,Revenue,Administrative,10101,PU-Collections-pre,ADM GSD General Revenue,-14863
FY15-16,Revenue,Administrative,10101,PU - C&M Tax Lit preceeding,ADM GSD General Revenue,102457
FY15-16,Revenue,Administrative,10101,Sundry Tax - Interest,ADM GSD General Revenue,154
FY15-16,Revenue,Administrative,10101,Real Property-C&M-prior,ADM GSD General Revenue,108208
FY15-16,Revenue,Administrative,10101,Real Property-Trustee-prior,ADM GSD General Revenue,184491
FY15-16,Revenue,Administrative,10101,Personalty-Trustee-prior,ADM GSD General Revenue,-91276
FY15-16,Revenue,Administrative,10101,Personalty - C&M Tax Lit Pri,ADM GSD General Revenue,50537
FY15-16,Revenue,Administrative,10101,PU-Trustee-prior,ADM GSD General Revenue,9873
FY15-16,Revenue,Administrative,10101,PU - C&M Tax Lit Prior,ADM GSD General Revenue,0
FY15-16,Revenue,Administrative,10101,Intrest/Penalty-Trustee,ADM GSD General Revenue,606836
FY15-16,Revenue,Administrative,10101,Intrest/Penalty-Collections,ADM GSD General Revenue,449504
FY15-16,Revenue,Administrative,10101,Intrest/Penalty-C&M,ADM GSD General Revenue,173028
FY15-16,Revenue,Administrative,10101,Attorney Fee-C&M,ADM GSD General Revenue,0
FY15-16,Revenue,Administrative,10101,Tax Summons Fee,ADM GSD General Revenue,0
FY15-16,Revenue,Administrative,10101,Tax summoms fee-personaly,ADM GSD General Revenue,0
FY15-16,Revenue,Administrative,10101,Interest Prop Tax Sold,ADM GSD General Revenue,1105902
FY15-16,Revenue,Administrative,10101,In Lieu-current,ADM GSD General Revenue,24857671
FY15-16,Revenue,Administrative,10101,Premium Prop Tax Sold,ADM GSD General Revenue,1529885
FY15-16,Revenue,Administrative,10101,Local Option Sales Tax,ADM GSD General Revenue,124756122
FY15-16,Revenue,Administrative,10101,Motor Vehicle License,ADM GSD General Revenue,24605179
FY15-16,Revenue,Administrative,10101,Commrcl Vhcle Whl Tx,ADM GSD General Revenue,3161203
FY15-16,Revenue,Administrative,10101,Wholesale Beer Tax,ADM GSD General Revenue,18476575
FY15-16,Revenue,Administrative,10101,AlcBev Privelege Tax,ADM GSD General Revenue,432420
FY15-16,Revenue,Administrative,10101,AlcBev Gross Rcpt Tax,ADM GSD General Revenue,563873
FY15-16,Revenue,Administrative,10101,Business Tax / State,ADM GSD General Revenue,31007426
FY15-16,Revenue,Administrative,10101,Mineral Servernce Tax,ADM GSD General Revenue,439851
FY15-16,Revenue,Administrative,10101,Wholesale Liquor Tax,ADM GSD General Revenue,4890759
FY15-16,Revenue,Administrative,10101,Franchises,ADM GSD General Revenue,11727290
FY15-16,Revenue,Administrative,10101,Franchises-Cable TV,ADM GSD General Revenue,8801471
FY15-16,Revenue,Administrative,10101,Vcnt Lot Cleanup Prog,ADM GSD General Revenue,4984
FY15-16,Revenue,Administrative,10101,Intrst-Savings,ADM GSD General Revenue,57130
FY15-16,Revenue,Administrative,10101,Interest-MIP,ADM GSD General Revenue,0
FY15-16,Revenue,Administrative,10101,Interest-MIP,ADM GSD General Revenue,143597
FY15-16,Revenue,Administrative,10101,Unrealized Gain/Loss MIP,ADM GSD General Revenue,46208
FY15-16,Revenue,Administrative,10101,Realized Gain/Loss MIP,ADM GSD General Revenue,-20437
FY15-16,Revenue,Administrative,10101,Easement Rights,ADM GSD General Revenue,0
FY15-16,Revenue,Administrative,10101,Alc Bev Tax Apportion,ADM GSD General Revenue,743299
FY15-16,Revenue,Administrative,10101,TN Telecomm Sales Tax,ADM GSD General Revenue,59041
FY15-16,Revenue,Administrative,10101,Gas & Fuel - Cnty,ADM GSD General Revenue,6253082
FY15-16,Revenue,Administrative,10101,Gas & Fuel - City,ADM GSD General Revenue,9837493
FY15-16,Revenue,Administrative,10101,Income Tax,ADM GSD General Revenue,15910272
FY15-16,Revenue,Administrative,10101,TN Sales Tax Levy,ADM GSD General Revenue,32522927
FY15-16,Revenue,Administrative,10101,TN Beer Tax Allocation,ADM GSD General Revenue,223435
FY15-16,Revenue,Administrative,10101,TN Excise Tax Allocation,ADM GSD General Revenue,3678919
FY15-16,Revenue,Administrative,10101,Gas Inspection Fees,ADM GSD General Revenue,1328196
FY15-16,Revenue,Administrative,10101,MDHA,ADM GSD General Revenue,5100
FY15-16,Revenue,Administrative,10101,MTA,ADM GSD General Revenue,90233
FY15-16,Revenue,Administrative,10101,Hospital Authority,ADM GSD General Revenue,5961500
FY15-16,Revenue,Administrative,10101,Convention Center Authority,ADM GSD General Revenue,700
FY15-16,Revenue,Administrative,10101,Foreign Trade Zone,ADM GSD General Revenue,72500
FY15-16,Revenue,Administrative,10101,Business Tax Recording,ADM GSD General Revenue,15
FY15-16,Revenue,Administrative,10101,Gain(Loss) Real Property,ADM GSD General Revenue,2767068
FY15-16,Revenue,Administrative,10101,Insurance Recovery,ADM GSD General Revenue,61893
FY15-16,Revenue,Administrative,10101,External Source Recovery,ADM GSD General Revenue,31608
FY15-16,Revenue,Administrative,10101,Subrogation Recovery,ADM GSD General Revenue,300
FY15-16,Revenue,Administrative,10101,Rent,ADM GSD General Revenue,72410
FY15-16,Revenue,Administrative,10101,Vending,ADM GSD General Revenue,35742
FY15-16,Revenue,Administrative,10101,Litigation Settlement,ADM GSD General Revenue,4700
FY15-16,Revenue,Administrative,10101,Unclaimed Property,ADM GSD General Revenue,0
FY15-16,Revenue,Administrative,10101,Other,ADM GSD General Revenue,185375
FY15-16,Revenue,Administrative,10101,Transfer Operational,ADM GSD General Revenue,689705
FY15-16,Revenue,Administrative,10101,Transfer GSR ISF,ADM GSD General Revenue,1951732
FY15-16,Revenue,Administrative,10101,Transfer Dept Indirect Admin,ADM GSD General Revenue,250677
FY15-16,Revenue,Administrative,10101,Transfer Police Service,ADM GSD General Revenue,481000
FY15-16,Revenue,Administrative,10101,Transfer Hotel Occupancy,ADM GSD General Revenue,8841039
FY15-16,Revenue,Administrative,10101,Transfer HOT Short-term Rental,ADM GSD General Revenue,59062
FY15-16,Revenue,Administrative,10101,Transfer LOCAP reimbursement,ADM GSD General Revenue,7919840
FY15-16,Revenue,Administrative,10101,Post Mortum Reimbursement,ADM Forensic Medical Examiner,0
FY15-16,Revenue,Metropolitan Clerk,10101,Commercial Solicitation Permit,MCL Administration,1010
FY15-16,Revenue,Metropolitan Clerk,10101,Permitted Solicitor Badge Fee,MCL Administration,2200
FY15-16,Revenue,Metropolitan Clerk,10101,Return Check Fee,MCL Administration,60
FY15-16,Revenue,Metropolitan Clerk,10101,Photostat & Microfilm,MCL Administration,124
FY15-16,Revenue,Metropolitan Clerk,10101,Alarm Appeal,MCL Administration,0
FY15-16,Revenue,Metropolitan Clerk,10101,Lobbyist Registration,MCL Administration,7400
FY15-16,Revenue,Metropolitan Clerk,10101,Alarm Device Permit,MCL Alarm Registration,0
FY15-16,Revenue,Metropolitan Clerk,10101,Return Check Fee,MCL Alarm Registration,0
FY15-16,Revenue,Mayor's Office,10101,Special Event Permit,MAY Econ/Community Development,0
FY15-16,Revenue,Mayor's Office,10101,Gain(Loss) Equip/Other,MAY*OEM Administration,0
FY15-16,Revenue,Election Commission,10101,TN Cost Reimbursement,ELE Registered Active Voters,0
FY15-16,Revenue,Election Commission,10101,Photostat & Microfilm,ELE Registered Active Voters,212
FY15-16,Revenue,Election Commission,10101,Voter Registration Lists,ELE Registered Active Voters,6082
FY15-16,Revenue,Election Commission,10101,Small City Election,ELE Registered Active Voters,27173
FY15-16,Revenue,Election Commission,10101,Cost Reimbursement,ELE Registered Active Voters,0
FY15-16,Revenue,Law,10101,Transfer Legal Services,LAW Contracts All Services,104900
FY15-16,Revenue,Law,10101,Transfer Legal Services,LAW Client Adv/Supp All Servic,750100
FY15-16,Revenue,Law,10101,Transfer Legal Services,LAW Legislation All Services,62400
FY15-16,Revenue,Law,10101,Tax Summons Fee,LAW Lit/Admin Hear All Service,107024
FY15-16,Revenue,Law,10101,Tax summoms fee-personaly,LAW Lit/Admin Hear All Service,4720
FY15-16,Revenue,Law,10101,Legal Services,LAW Lit/Admin Hear All Service,49448
FY15-16,Revenue,Law,10101,Transfer Legal Services,LAW Lit/Admin Hear All Service,1301100
FY15-16,Revenue,Law,10101,Transfer Legal Services,LAW Claims All Services,203200
FY15-16,Revenue,Law,10101,Transfer Legal Services,LAW Insurance All Services,40500
FY15-16,Revenue,Planning Commission,10101,Comm Plan Amend Fees,PLA Planning Policy and Design,18000
FY15-16,Revenue,Planning Commission,10101,Maps,PLA GIS Services and Applicati,281
FY15-16,Revenue,Planning Commission,10101,Code Books,PLA Land Development,0
FY15-16,Revenue,Planning Commission,10101,Zone Change,PLA Land Development,354250
FY15-16,Revenue,Planning Commission,10101,Plnnd Unit Dev Review,PLA Land Development,144920
FY15-16,Revenue,Planning Commission,10101,Subdivision Review Fee,PLA Land Development,200960
FY15-16,Revenue,Planning Commission,10101,Permit Plan Review Fee,PLA Land Development,0
FY15-16,Revenue,Planning Commission,10101,Other,PLA Land Development,30
FY15-16,Revenue,Register of Deeds,10101,Elctd Officls-Comm & Fees,REG Admin,2100000
FY15-16,Revenue,General Services,10101,Gen Services Support,GSR SEC Employee & Prop Sec,1184
FY15-16,Revenue,General Services,10101,Other,GSR SEC Employee & Prop Sec,664
FY15-16,Revenue,General Services,10101,Gen Services Support,GSR BOSS Support Services,57437
FY15-16,Revenue,General Services,10101,Gen Services Support,GSR BOSS Building Services,401590
FY15-16,Revenue,General Services,10101,Gen Services Support,GSR BOSS Utilities,346047
FY15-16,Revenue,General Services,10101,Gen Services Support,GSR Mail Services,18511
FY15-16,Revenue,Information Technology Service,10101,Video Production,ITS Metro 3,79
FY15-16,Revenue,Assessor of Property,10101,TN Funded Programs,ASR Assessment,17210
FY15-16,Revenue,Assessor of Property,10101,Photostat & Microfilm,ASR Assessment,212
FY15-16,Revenue,County Clerk,10101,Pawnbroker License,COU Admin,0
FY15-16,Revenue,County Clerk,10101,Elctd Officls-Comm & Fees,COU Admin,5879755
FY15-16,Revenue,District Attorney,10101,TN Cost Reimbursement,DA Administration,15148
FY15-16,Revenue,District Attorney,10101,Photostat & Microfilm,DA Administration,979
FY15-16,Revenue,District Attorney,10101,Cost Reimbursement,DA Administration,365000
FY15-16,Revenue,Public Defender,10101,Expungement Fee 40-32-101g,PDF Administration,0
FY15-16,Revenue,Public Defender,10101,TN Cost Reimbursement,PDF Administration,2106200
FY15-16,Revenue,Public Defender,10101,TN Cost Reimbursement,PDF General Sessions Team,0
FY15-16,Revenue,Public Defender,10101,TN Cost Reimbursement,PDF Criminal Court Team,0
FY15-16,Revenue,Public Defender,10101,TN Cost Reimbursement,PDF Juvenile Court Team,3100
FY15-16,Revenue,Juvenile Court Clerk,10101,Court Clerks-Fines & Costs,JCC Admin,158483
FY15-16,Revenue,Juvenile Court Clerk,10101,Jail Construc/Upgrad Litigat,JCC Admin,6224
FY15-16,Revenue,Juvenile Court Clerk,10101,Courthouse Security Litig Tax,JCC Admin,59757
FY15-16,Revenue,Juvenile Court Clerk,10101,Court Clerks-Comm & Fees,JCC Admin,386914
FY15-16,Revenue,Circuit Court Clerk,10101,Courtroom Security Enhanc Fee,CIR Courtroom Security,10483
FY15-16,Revenue,Circuit Court Clerk,10101,Environmntl Court Pnlty,CIR Circuit Court Clerk,119503
FY15-16,Revenue,Circuit Court Clerk,10101,Litigation Tax,CIR Circuit Court Clerk,103185
FY15-16,Revenue,Circuit Court Clerk,10101,Jail Construc/Upgrad Litigat,CIR Circuit Court Clerk,62791
FY15-16,Revenue,Circuit Court Clerk,10101,Courthouse Security Litig Tax,CIR Circuit Court Clerk,534474
FY15-16,Revenue,Circuit Court Clerk,10101,Court Clerks-Comm & Fees,CIR Circuit Court Clerk,2000000
FY15-16,Revenue,Circuit Court Clerk,10101,Trffc Violat'n Admn Fee,CIR Traffic Violations Bureau,60294
FY15-16,Revenue,Circuit Court Clerk,10101,Environmental Court Fine,CIR Traffic Violations Bureau,29007
FY15-16,Revenue,Circuit Court Clerk,10101,Traffic Violation Fine,CIR Traffic Violations Bureau,3283507
FY15-16,Revenue,Circuit Court Clerk,10101,Litigation Tax,CIR Traffic Violations Bureau,334303
FY15-16,Revenue,Circuit Court Clerk,10101,Jail Construc/Upgrad Litigat,CIR Traffic Violations Bureau,38594
FY15-16,Revenue,Circuit Court Clerk,10101,Courthouse Security Litig Tax,CIR Traffic Violations Bureau,363676
FY15-16,Revenue,Circuit Court Clerk,10101,Litigation Tax,CIR Probate Court Clerk,26234
FY15-16,Revenue,Circuit Court Clerk,10101,Jail Construc/Upgrad Litigat,CIR Probate Court Clerk,3539
FY15-16,Revenue,Circuit Court Clerk,10101,Courthouse Security Litig Tax,CIR Probate Court Clerk,28535
FY15-16,Revenue,Criminal Court Clerk,10101,Metro Courts-Fines & Costs,CCC Admin,1093786
FY15-16,Revenue,Criminal Court Clerk,10101,DUI Fines,CCC Admin,359497
FY15-16,Revenue,Criminal Court Clerk,10101,Game/Fish Violation Fine,CCC Admin,1492
FY15-16,Revenue,Criminal Court Clerk,10101,Pre-Trial Diversion Cost,CCC Admin,668
FY15-16,Revenue,Criminal Court Clerk,10101,Indigent Defendant Cost,CCC Admin,195027
FY15-16,Revenue,Criminal Court Clerk,10101,Court Clerks-Fines & Costs,CCC Admin,418633
FY15-16,Revenue,Criminal Court Clerk,10101,Impact Demo Prog Fee,CCC Admin,79
FY15-16,Revenue,Criminal Court Clerk,10101,Return Prisoners Cost,CCC Admin,4205
FY15-16,Revenue,Criminal Court Clerk,10101,Breath Alc Conc Test Fee,CCC Admin,6036
FY15-16,Revenue,Criminal Court Clerk,10101,DUI Program,CCC Admin,42078
FY15-16,Revenue,Criminal Court Clerk,10101,CCC Probation Fees,CCC Admin,52026
FY15-16,Revenue,Criminal Court Clerk,10101,Litigation Tax,CCC Admin,191245
FY15-16,Revenue,Criminal Court Clerk,10101,Courtroom Security Enhanc Fee,CCC Admin,41613
FY15-16,Revenue,Criminal Court Clerk,10101,Courthouse Security Litig Tax,CCC Admin,106855
FY15-16,Revenue,Criminal Court Clerk,10101,Victims Assistance Assessment,CCC Admin,11572
FY15-16,Revenue,Criminal Court Clerk,10101,TN Cost Reimbursement,CCC Admin,1128196
FY15-16,Revenue,Criminal Court Clerk,10101,Court Clerks-Comm & Fees,CCC Admin,2160672
FY15-16,Revenue,Criminal Court Clerk,10101,Cost Reimbursement,CCC Admin,13559
FY15-16,Revenue,Clerk and Master - Chancery,10101,Attorney Fee-C&M,CHA Admin,519132
FY15-16,Revenue,Clerk and Master - Chancery,10101,Court Clerks-Fines & Costs,CHA Admin,500
FY15-16,Revenue,Clerk and Master - Chancery,10101,Vacant Lot Legal Fees,CHA Admin,96
FY15-16,Revenue,Clerk and Master - Chancery,10101,Litigation Tax,CHA Admin,28192
FY15-16,Revenue,Clerk and Master - Chancery,10101,Courthouse Security Litig Tax,CHA Admin,22523
FY15-16,Revenue,Clerk and Master - Chancery,10101,Court Clerks-Comm & Fees,CHA Admin,1100017
FY15-16,Revenue,Juvenile Court,10101,Drug Screening Fine,JUV Drug Court Key,1040
